SpeciesLatinName,Common.name,Kingdom,Phylum,Class,Order,Family,Genus,Species
Mullus surmuletus,Red mullet,Animalia,Chordata,Teleostei,Perciformes,Mullidae,Mullus,surmuletus
Upeneus moluccensis,Goldband goatfish,Animalia,Chordata,Teleostei,Perciformes,Mullidae,Upeneus,moluccensis
Nemipterus japonicus,Japanese threadfin-bream,Animalia,Chordata,Teleostei,Perciformes,Nemipteridae,Nemipterus,japonicus
Dissostichus mawsoni,Antarctic toothfish,Animalia,Chordata,Teleostei,Perciformes,Nototheniidae,Dissostichus,mawsoni
Lepidonotothen squamifrons,Grey rockcod,Animalia,Chordata,Teleostei,Perciformes,Nototheniidae,Lepidonotothen,squamifrons
Notothenia rossii,Marbled rockcod,Animalia,Chordata,Teleostei,Perciformes,Nototheniidae,Notothenia,rossii
Pleuragramma antarcticum,Antarctic silverfish,Animalia,Chordata,Teleostei,Perciformes,Nototheniidae,Pleuragramma,antarcticum
Trematomus bernacchii,Emerald rockcod,Animalia,Chordata,Teleostei,Perciformes,Nototheniidae,Trematomus,bernacchii
Betta splendens,Siamese fighting fish,Animalia,Chordata,Teleostei,Perciformes,Osphronemidae,Betta,splendens
Maccullochella peelii,Murray cod,Animalia,Chordata,Teleostei,Perciformes,Percichthyidae,Maccullochella,peelii
Macquaria ambigua,Golden perch,Animalia,Chordata,Teleostei,Perciformes,Percichthyidae,Macquaria,ambigua
Macquaria novemaculeata,Australian bass,Animalia,Chordata,Teleostei,Perciformes,Percichthyidae,Macquaria,novemaculeata
Ammocrypta clara,Western sand darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Ammocrypta,clara
Crystallaria asprella,Crystal darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Crystallaria,asprella
Etheostoma acuticeps,Sharphead darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,acuticeps
Etheostoma asprigene,Mud darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,asprigene
Etheostoma barbouri,Teardrop darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,barbouri
Etheostoma blennioides,Greenside darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,blennioides
Etheostoma blennius,Blenny darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,blennius
Etheostoma caeruleum,Rainbow darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,caeruleum
Etheostoma collettei,Creole darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,collettei
Etheostoma coosae,Coosa darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,coosae
Etheostoma cragini,Arkansas darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,cragini
Etheostoma ditrema,Coldwater darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,ditrema
Etheostoma exile,Iowa darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,exile
Etheostoma flabellare,Fantail darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,flabellare
Etheostoma fusiforme,Swamp darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,fusiforme
Etheostoma gracile,Slough darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,gracile
Etheostoma juliae,Yoke darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,juliae
Etheostoma kennicotti,Stripetail darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,kennicotti
Etheostoma longimanum,Longfin darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,longimanum
Etheostoma microperca,Least darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,microperca
Etheostoma moorei,Yellowcheek darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,moorei
Etheostoma nianguae,Niangua darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,nianguae
Etheostoma nigrum,Johnny darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,nigrum
Etheostoma okaloosae,Okaloosa darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,okaloosae
Etheostoma olivaceum,Dirty darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,olivaceum
Etheostoma olmstedi,Tessellated darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,olmstedi
Etheostoma pallididorsum,Paleback darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,pallididorsum
Etheostoma proeliare,Cypress darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,proeliare
Etheostoma punctulatum,Stippled darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,punctulatum
Etheostoma radiosum,Orangebelly darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,radiosum
Etheostoma rubrum,Bayou darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,rubrum
Etheostoma rufilineatum,Redline darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,rufilineatum
Etheostoma smithi,Slabrock darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,smithi
Etheostoma squamiceps,Spottail darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,squamiceps
Etheostoma striatulum,Striated darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,striatulum
Etheostoma variatum,Variegate darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,variatum
Etheostoma zonale,Banded darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,zonale
Perca flavescens,Yellow perch,Animalia,Chordata,Teleostei,Perciformes,Percidae,Perca,flavescens
Perca fluviatilis,Eurasian perch,Animalia,Chordata,Teleostei,Perciformes,Percidae,Perca,fluviatilis
Percina aurantiaca,Tangerine darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,aurantiaca
Percina burtoni,Blotchside logperch,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,burtoni
Percina caprodes,Logperch,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,caprodes
Percina evides,Gilt darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,evides
Percina macrocephala,Longhead darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,macrocephala
Percina maculata,Blackside darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,maculata
Percina pantherina,Leopard darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,pantherina
Percina phoxocephala,Slenderhead darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,phoxocephala
Percina rex,Roanoke logperch,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,rex
Percina roanoka,Roanoke darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,roanoka
Percina sciera,Dusky darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,sciera
Percina shumardi,River darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,shumardi
Percina tanasi,Snail darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,tanasi
Percina vigil,Saddleback darter,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,vigil
Sander canadensis,Sauger,Animalia,Chordata,Teleostei,Perciformes,Percidae,Sander,canadensis
Sander lucioperca,Zander,Animalia,Chordata,Teleostei,Perciformes,Percidae,Sander,lucioperca
Sander vitreus,Walleye,Animalia,Chordata,Teleostei,Perciformes,Percidae,Sander,vitreus
Pholis gunnellus,Rock gunnel,Animalia,Chordata,Teleostei,Perciformes,Pholidae,Pholis,gunnellus
Acanthoclinus fuscus,Taumaka,Animalia,Chordata,Teleostei,Perciformes,Plesiopidae,Acanthoclinus,fuscus
Polydactylus macrochir,King threadfin,Animalia,Chordata,Teleostei,Perciformes,Polynemidae,Polydactylus,macrochir
Polyprion oxygeneios,Hapuka,Animalia,Chordata,Teleostei,Perciformes,Polyprionidae,Polyprion,oxygeneios
Stereolepis gigas,Giant sea bass,Animalia,Chordata,Teleostei,Perciformes,Polyprionidae,Stereolepis,gigas
Centropyge bicolor,Black and gold angelfish,Animalia,Chordata,Teleostei,Perciformes,Pomacanthidae,Centropyge,bicolor
Centropyge flavissima,Lemonpeel angelfish,Animalia,Chordata,Teleostei,Perciformes,Pomacanthidae,Centropyge,flavissima
Pomacanthus navarchus,Bluegirdled angelfish,Animalia,Chordata,Teleostei,Perciformes,Pomacanthidae,Pomacanthus,navarchus
Pygoplites diacanthus,Royal angelfish,Animalia,Chordata,Teleostei,Perciformes,Pomacanthidae,Pygoplites,diacanthus
Amphiprion clarkii,Black clown,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion,clarkii
Amphiprion ephippium,Red saddleback anemonefish,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion,ephippium
Amphiprion melanopus,Black anemonefish,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion,melanopus
Pomatomus saltatrix,Bluefish,Animalia,Chordata,Teleostei,Perciformes,Pomatomidae,Pomatomus,saltatrix
Cookeolus japonicus,Bulleye,Animalia,Chordata,Teleostei,Perciformes,Priacanthidae,Cookeolus,japonicus
Rachycentron canadum,Cobia,Animalia,Chordata,Teleostei,Perciformes,Rachycentridae,Rachycentron,canadum
Chlorurus gibbus,Heavybeak parrotfish,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Chlorurus,gibbus
Scarus frenatus,Bridled parrotfish,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Scarus,frenatus
Scarus ghobban,Flame parrotfish,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Scarus,ghobban
Scarus psittacus,Palenose parrotfish,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Scarus,psittacus
Scarus rubroviolaceus,Bicolor parrotfish,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Scarus,rubroviolaceus
Aplodinotus grunniens,Freshwater drum,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Aplodinotus,grunniens
Argyrosomus japonicus,Southern meagre,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Argyrosomus,japonicus
Atractoscion nobilis,White seabass,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Atractoscion,nobilis
Cheilotrema saturnum,Black croaker,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Cheilotrema,saturnum
Cynoscion nebulosus,Spotted seatrout,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Cynoscion,nebulosus
Genyonemus lineatus,White croaker,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Genyonemus,lineatus
Leiostomus xanthurus,Spot,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Leiostomus,xanthurus
Menticirrhus undulatus,California corbina,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Menticirrhus,undulatus
Micropogonias furnieri,Whitemouth drummer,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Micropogonias,furnieri
Micropogonias undulatus,Atlantic croaker,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Micropogonias,undulatus
Pogonias cromis,Black drum,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Pogonias,cromis
Sciaenops ocellatus,Red drum,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Sciaenops,ocellatus
Totoaba macdonaldi,Totoaba,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Totoaba,macdonaldi
Auxis thazard,Frigate tuna,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Auxis,thazard
Euthynnus affinis,Little tunny,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Euthynnus,affinis
Katsuwonus pelamis,Skipjack tuna,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Katsuwonus,pelamis
Rastrelliger brachysoma,Indian mackerel,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Rastrelliger,brachysoma
Sarda sarda,Atlantic bonito,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Sarda,sarda
Scomber japonicus,Chub mackerel,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomber,japonicus
Scomber scombrus,Atlantic mackerel,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomber,scombrus
Scomberomorus commerson,King mackerel,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomberomorus,commerson
Scomberomorus maculatus,Spanish mackerel,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomberomorus,maculatus
Scomberomorus tritor,West African Spanish mackerel,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomberomorus,tritor
Thunnus alalunga,Albacore,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Thunnus,alalunga
Thunnus albacares,Yellowfin tuna,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Thunnus,albacares
Thunnus maccoyii,Southern bluefin tuna,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Thunnus,maccoyii
Thunnus obesus,Bigeye tuna,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Thunnus,obesus
Thunnus thynnus,Horse mackerel,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Thunnus,thynnus
Centropristis striata,Black sea bass,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Centropristis,striata
Cephalopholis miniata,Bluespot rockcod,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Cephalopholis,miniata
Epinephelus areolatus,Areolate grouper,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,areolatus
Epinephelus chlorostigma,Brownspotted grouper,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,chlorostigma
Epinephelus coioides,Orange-spotted grouper,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,coioides
Epinephelus drummondhayi,Speckled hind,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,drummondhayi
Epinephelus flavolimbatus,Yellowedge grouper,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,flavolimbatus
Epinephelus marginatus,Dusky grouper,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,marginatus
Epinephelus niveatus,Snowy grouper,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,niveatus
Epinephelus striatus,Nassau grouper,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,striatus
Mycteroperca interstitialis,Yellowmouth grouper,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Mycteroperca,interstitialis
Mycteroperca phenax,Scamp,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Mycteroperca,phenax
Paralabrax clathratus,Kelp bass,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Paralabrax,clathratus
Paralabrax nebulifer,Barred sand bass,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Paralabrax,nebulifer
Plectropomus leopardus,Bluedotted coraltrout,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Plectropomus,leopardus
Serranus scriba,Painted comber,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Serranus,scriba
Sillaginodes punctatus,Spotted whiting,Animalia,Chordata,Teleostei,Perciformes,Sillaginidae,Sillaginodes,punctatus
Sillago ciliata,Sand whiting,Animalia,Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,ciliata
Sillago schomburgkii,Western sand whiting,Animalia,Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,schomburgkii
Sillago sihama,Northern whiting,Animalia,Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama
Acanthopagrus australis,Surf bream,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Acanthopagrus,australis
Acanthopagrus butcheri,Southern black bream,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Acanthopagrus,butcheri
Archosargus probatocephalus,Sheepshead,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Archosargus,probatocephalus
Calamus nodosus,Knobbed porgy,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Calamus,nodosus
Chrysophrys auratus,Squirefish,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Chrysophrys,auratus
Diplodus annularis,Annular seabream,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Diplodus,annularis
Diplodus sargus,White seabream,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Diplodus,sargus
Lithognathus aureti,West coast seabream,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Lithognathus,aureti
Pagellus bogaraveo,Blackspot seabream,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Pagellus,bogaraveo
Sparus aurata,Gilthead seabream,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Sparus,aurata
Spondyliosoma cantharus,Black sea bream,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Spondyliosoma,cantharus
Stenotomus chrysops,Scup,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Stenotomus,chrysops
Sphyraena argentea,Pacific barracuda,Animalia,Chordata,Teleostei,Perciformes,Sphyraenidae,Sphyraena,argentea
Sphyraena barracuda,Great barracuda,Animalia,Chordata,Teleostei,Perciformes,Sphyraenidae,Sphyraena,barracuda
Trichiurus lepturus,Atlantic cutlassfish,Animalia,Chordata,Teleostei,Perciformes,Trichiuridae,Trichiurus,lepturus
Bellapiscis lesleyae,Mottled twister,Animalia,Chordata,Teleostei,Perciformes,Tripterygiidae,Bellapiscis,lesleyae
Forsterygion lapillum,Common triplefin,Animalia,Chordata,Teleostei,Perciformes,Tripterygiidae,Forsterygion,lapillum
Forsterygion varium,Striped triplefin,Animalia,Chordata,Teleostei,Perciformes,Tripterygiidae,Forsterygion,varium
Kathetostoma giganteum,Flathead,Animalia,Chordata,Teleostei,Perciformes,Uranoscopidae,Kathetostoma,giganteum
Lycodes pacificus,Blackbelly eelpout,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodes,pacificus
Zoarces americanus,Ocean pout,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Zoarces,americanus
Zoarces viviparus,Viviporous blenny,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Zoarces,viviparus
Forbesichthys agassizii,Spring cavefish,Animalia,Chordata,Teleostei,Percopsiformes,Amblyopsidae,Forbesichthys,agassizii
Typhlichthys subterraneus,Southern cavefish,Animalia,Chordata,Teleostei,Percopsiformes,Amblyopsidae,Typhlichthys,subterraneus
Aphredoderus sayanus,Pirate perch,Animalia,Chordata,Teleostei,Percopsiformes,Aphredoderidae,Aphredoderus,sayanus
Percopsis omiscomaycus,Trout-perch,Animalia,Chordata,Teleostei,Percopsiformes,Percopsidae,Percopsis,omiscomaycus
Percopsis transmontana,Sand roller,Animalia,Chordata,Teleostei,Percopsiformes,Percopsidae,Percopsis,transmontana
Trinectes maculatus,Hogchoker,Animalia,Chordata,Teleostei,Pleuronectiformes,Achiridae,Trinectes,maculatus
Arnoglossus imperialis,Scaldfish,Animalia,Chordata,Teleostei,Pleuronectiformes,Bothidae,Arnoglossus,imperialis
Arnoglossus thori,Grohmann's scaldfish,Animalia,Chordata,Teleostei,Pleuronectiformes,Bothidae,Arnoglossus,thori
Etropus crossotus,Fringed flounder,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Etropus,crossotus
Paralichthys californicus,California halibut,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,californicus
Paralichthys lethostigma,Southern flounder,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,lethostigma
Pseudorhombus pentophthalmus,Fivespot flounder,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Pseudorhombus,pentophthalmus
Atheresthes stomias,Arrowtooth flounder,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Atheresthes,stomias
Eopsetta jordani,Petrale sole,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Eopsetta,jordani
Glyptocephalus cynoglossus,Witch flounder,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Glyptocephalus,cynoglossus
Glyptocephalus zachirus,Rex sole,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Glyptocephalus,zachirus
Hippoglossoides platessoides,American plaice,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossoides,platessoides
Hippoglossus hippoglossus,Atlantic halibut,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus
Hippoglossus stenolepis,Pacific halibut,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,stenolepis
Isopsetta isolepis,Butter sole,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Isopsetta,isolepis
Kareius bicoloratus,Stone flounder,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Kareius,bicoloratus
Lepidopsetta bilineata,Rock sole,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Lepidopsetta,bilineata
Limanda aspera,Yellowfin sole,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Limanda,aspera
Limanda ferruginea,Yellowtail flounder,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Limanda,ferruginea
Microstomus kitt,Lemon sole,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Microstomus,kitt
Microstomus pacificus,Dover sole,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Microstomus,pacificus
Platichthys flesus,European flounder,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,flesus
Platichthys stellatus,Starry flounder,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,stellatus
Pleuronectes platessa,Plaice,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,platessa
Pseudopleuronectes americanus,Winter flounder,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,americanus
Reinhardtius hippoglossoides,Greenland halibut,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,hippoglossoides
Rhombosolea plebeia,Dab,Animalia,Chordata,Teleostei,Pleuronectiformes,Rhombosoleidae,Rhombosolea,plebeia
Scophthalmus maximus,Turbot,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Scophthalmus,maximus
Scophthalmus rhombus,Brill,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Scophthalmus,rhombus
Buglossidium luteum,Solenette,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Buglossidium,luteum
Microchirus variegatus,Thickback sole,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Microchirus,variegatus
Pegusa impar,Adriatic sole,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Pegusa,impar
Pegusa lascaris,Atlantic sole,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Pegusa,lascaris
Solea solea,Common sole,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,solea
Coregonus albula,Vendace,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,albula
Coregonus artedi,Cisco,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,artedi
Coregonus clupeaformis,Lake whitefish,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,clupeaformis
Coregonus hoyi,Bloater,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,hoyi
Coregonus kiyi,Kiyi,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,kiyi
Coregonus muksun,Muksun,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,muksun
Coregonus nasus,Broad whitefish,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,nasus
Coregonus nigripinnis,Blackfin cisco,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,nigripinnis
Coregonus pidschian,Humpback whitefish,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,pidschian
Coregonus pollan,Irish pollan,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,pollan
Coregonus reighardi,Shortnose cisco,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,reighardi
Coregonus sardinella,Least cisco,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,sardinella
Coregonus zenithicus,Longjaw cisco,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,zenithicus
Hucho hucho,Danube salmon,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Hucho,hucho
Hucho taimen,Taimen,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Hucho,taimen
Oncorhynchus clarkii,Cutthroat trout,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,clarkii
Oncorhynchus gorbuscha,Pink salmon,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,gorbuscha
Oncorhynchus keta,Chum salmon,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,keta
Oncorhynchus kisutch,Coho salmon,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,kisutch
Oncorhynchus mykiss,Steelhead,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,mykiss
Oncorhynchus nerka,Sockeye salmon,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,nerka
Oncorhynchus tshawytscha,Chinook salmon,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,tshawytscha
Prosopium coulterii,Pygmy whitefish,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Prosopium,coulterii
Prosopium cylindraceum,Round whitefish,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Prosopium,cylindraceum
Prosopium gemmifer,Bonneville cisco,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Prosopium,gemmifer
Prosopium spilonotus,Bonneville whitefish,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Prosopium,spilonotus
Prosopium williamsoni,Mountain whitefish,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Prosopium,williamsoni
Salmo salar,Atlantic salmon,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,salar
Salmo trutta,Brown trout,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,trutta
Salvelinus alpinus,Arctic char,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus,alpinus
Salvelinus fontinalis,Bunnylake brook trout,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus,fontinalis
Salvelinus namaycush,Lake trout,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus,namaycush
Stenodus leucichthys,Inconnu,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Stenodus,leucichthys
Thymallus arcticus,Arctic grayling,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus,arcticus
Agonus cataphractus,Armed bullhead,Animalia,Chordata,Teleostei,Scorpaeniformes,Agonidae,Agonus,cataphractus
Anoplopoma fimbria,Sablefish,Animalia,Chordata,Teleostei,Scorpaeniformes,Anoplopomatidae,Anoplopoma,fimbria
Cottus aleuticus,Coastrange sculpin,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,aleuticus
